"team","group","ovr_elo","off_rtg","def_rtg","team_points","num_wins","goal_diff","goals_for","first_place","second_place","third_place","fourth_place","make_r32","make_r16","make_qf","make_semis","make_final","win_3rd_place","win_final","update_time"
"Curaçao","E",1661.39806891436,1.75093199117131,1.0668049269925,1.33773333333333,0.266866666666667,-4.68146666666667,1.66833333333333,0.0148,0.0597333333333333,0.197066666666667,0.7284,0.176533333333333,0.0392666666666667,0.00906666666666667,0.00206666666666667,6e-04,0.000466666666666667,0.000133333333333333,"2026-06-11 21:06:50 UTC"
"Tunisia","F",1814.72144580175,1.91938846785689,0.666804249326428,2.27753333333333,0.540133333333333,-2.92253333333333,2.623,0.0526,0.139333333333333,0.292333333333333,0.515733333333333,0.3672,0.0978666666666667,0.0322666666666667,0.0094,0.0026,0.0024,0.000733333333333333,"2026-06-11 21:06:50 UTC"
"Japan","F",2119.65339379849,2.77635681659306,0.402293401743752,5.3992,1.58033333333333,1.90433333333333,5.4088,0.372866666666667,0.338266666666667,0.199666666666667,0.0892,0.863666666666667,0.438733333333333,0.2556,0.133266666666667,0.0672666666666667,0.0327333333333333,0.0301333333333333,"2026-06-11 21:06:50 UTC"
"Sweden","F",1907.35773258574,2.61453832119325,0.892714859265828,3.3074,0.887266666666667,-1.53886666666667,4.21833333333333,0.125666666666667,0.216066666666667,0.337866666666667,0.3204,0.560133333333333,0.190666666666667,0.0818666666666667,0.0308666666666667,0.01,0.008,0.00313333333333333,"2026-06-11 21:06:50 UTC"
"Netherlands","F",2153.79370820829,3.03718408056259,0.457952239525416,5.7246,1.701,2.55706666666667,6.08393333333333,0.448866666666667,0.306333333333333,0.170133333333333,0.0746666666666667,0.889,0.479666666666667,0.296933333333333,0.159533333333333,0.0838666666666667,0.0415333333333333,0.0436666666666667,"2026-06-11 21:06:50 UTC"
"Egypt","G",1894.87781590451,1.99510632626244,0.498535157490844,3.30246666666667,0.8354,-1.168,2.86086666666667,0.1174,0.2482,0.3168,0.3176,0.57,0.224733333333333,0.0714,0.0245333333333333,0.00966666666666667,0.00593333333333333,0.00313333333333333,"2026-06-11 21:06:50 UTC"
"Belgium","G",2167.88192309918,3.0207991679626,0.419416925523194,6.25786666666667,1.87706666666667,3.2506,5.95633333333333,0.5864,0.2424,0.118066666666667,0.0531333333333333,0.926733333333333,0.617733333333333,0.342333333333333,0.174333333333333,0.0947333333333333,0.043,0.05,"2026-06-11 21:06:50 UTC"
"Iran","G",1960.76575559411,2.44949029600379,0.599952251973214,4.08793333333333,1.11593333333333,-0.154533333333333,3.961,0.199133333333333,0.306533333333333,0.2738,0.220533333333333,0.698333333333333,0.319333333333333,0.121533333333333,0.0458666666666667,0.0176666666666667,0.011,0.0064,"2026-06-11 21:06:50 UTC"
"New Zealand","G",1850.55250533784,2.16912737032248,0.734826285189082,2.9058,0.725666666666667,-1.92806666666667,3.01253333333333,0.0970666666666667,0.202866666666667,0.291333333333333,0.408733333333333,0.4836,0.176866666666667,0.0554666666666667,0.0174,0.00593333333333333,0.00393333333333333,0.00193333333333333,"2026-06-11 21:06:50 UTC"
"Saudi Arabia","H",1751.03240109526,1.761337684338,0.751127743092893,2.27853333333333,0.530133333333333,-3.02213333333333,1.94586666666667,0.0256,0.131333333333333,0.427133333333333,0.415933333333333,0.375,0.0765333333333333,0.0202,0.00413333333333333,0.00113333333333333,0.000466666666666667,2e-04,"2026-06-11 21:06:50 UTC"
"Spain","H",2290.52313198576,3.3666287553668,0.338602854089722,7.11186666666667,2.20593333333333,5.03646666666667,6.81906666666667,0.701333333333333,0.2368,0.0494,0.0124666666666667,0.980266666666667,0.624333333333333,0.415,0.275933333333333,0.174533333333333,0.0656666666666667,0.106466666666667,"2026-06-11 21:06:50 UTC"
"Uruguay","H",2091.87126139799,2.33685062449398,0.275542173952733,5.3816,1.55113333333333,1.63426666666667,4.01673333333333,0.254466666666667,0.5294,0.1672,0.0489333333333333,0.901666666666667,0.3814,0.214533333333333,0.114133333333333,0.0554,0.0261333333333333,0.0276,"2026-06-11 21:06:50 UTC"
"Cape Verde","H",1707.69326331899,1.73859521248487,0.881118456973125,1.9478,0.4326,-3.6486,1.78693333333333,0.0186,0.102466666666667,0.356266666666667,0.522666666666667,0.298133333333333,0.0584,0.0166,0.00353333333333333,0.000866666666666667,0.000466666666666667,0.000333333333333333,"2026-06-11 21:06:50 UTC"
"France","I",2207.56564369255,3.04759609781085,0.354591674186011,5.91753333333333,1.7588,2.73153333333333,5.67526666666667,0.478733333333333,0.297133333333333,0.174066666666667,0.0500666666666667,0.9168,0.594266666666667,0.347066666666667,0.218466666666667,0.118333333333333,0.0592,0.0654666666666667,"2026-06-11 21:06:50 UTC"
"Norway","I",2117.03748334864,2.93921455095305,0.490259194334412,5.03493333333333,1.45906666666667,1.35366666666667,5.115,0.308733333333333,0.331866666666667,0.269066666666667,0.0903333333333333,0.846733333333333,0.4728,0.240866666666667,0.129933333333333,0.0620666666666667,0.0344666666666667,0.0292666666666667,"2026-06-11 21:06:50 UTC"
"Iraq","I",1749.49081382499,1.71861758671909,0.724378488351325,1.48846666666667,0.300533333333333,-4.2232,1.67353333333333,0.0195333333333333,0.0714666666666667,0.2066,0.7024,0.198266666666667,0.0534,0.0155333333333333,0.0044,0.00133333333333333,0.000866666666666667,0.000533333333333333,"2026-06-11 21:06:50 UTC"
"Senegal","I",2050.33137851335,2.54663067009628,0.435712056160262,4.2542,1.17673333333333,0.138,4.03033333333333,0.193,0.299533333333333,0.350266666666667,0.1572,0.742933333333333,0.368,0.171066666666667,0.0832,0.036,0.0214666666666667,0.0162,"2026-06-11 21:06:50 UTC"
"Austria","J",2025.48106720569,2.49795936413675,0.465633675019717,4.09666666666667,1.131,-0.0654666666666667,3.97273333333333,0.159466666666667,0.355866666666667,0.297866666666667,0.1868,0.721,0.2862,0.137,0.0619333333333333,0.0284666666666667,0.0150666666666667,0.0104666666666667,"2026-06-11 21:06:50 UTC"
"Argentina","J",2316.75064738437,3.09679097152805,0.212780229221038,6.92873333333333,2.1198,4.35806666666667,6.2616,0.687933333333333,0.2172,0.0725333333333333,0.0223333333333333,0.966533333333333,0.649,0.482266666666667,0.325,0.21,0.0771333333333333,0.127866666666667,"2026-06-11 21:06:50 UTC"
"Algeria","J",1970.76939794933,2.46538773603169,0.582677074991052,3.5028,0.9412,-0.9964,3.67713333333333,0.110933333333333,0.280933333333333,0.343533333333333,0.2646,0.622466666666667,0.224733333333333,0.1004,0.0432,0.0178666666666667,0.00953333333333333,0.00566666666666667,"2026-06-11 21:06:50 UTC"
"Jordan","J",1827.34092223362,2.29282385465441,0.91269495627794,2.19873333333333,0.534933333333333,-3.2962,2.8356,0.0416666666666667,0.146,0.286066666666667,0.526266666666667,0.350133333333333,0.0973333333333333,0.0356,0.0106,0.00393333333333333,0.0024,8e-04,"2026-06-11 21:06:50 UTC"
